overall,reviewText,,,,,,,,,,
5,"This is so much more awesome in person. It is light and very small, not very bulky and came charged to use right away. Cant wait to use it when I go on my trips.",,,,,,,,,,
5,"I've used this for travel and at home. I've plugged 3 things into it and they charged fine - Iphone, Ipad, kindle. The iPhone charged up really fast. The Ipad and kindle took longer, but then they always do. No complaints so far.",,,,,,,,,,
5,Great well worth the money,,,,,,,,,,
5,:),,,,,,,,,,
5,"I've read a few reviews on here and it seems like there's a common issue, though I have not experienced that with my purchase.I own two other cases, Spigen and Diztronic, and was wondering why none of the two brands had a case where it shows off the ""Nexus"" logo. Enter the Ringke Max.I ordered a white one. I saw the textured plastic and instantly thought it was cheap unlike Spigen's and they cost about the same. It wasn't a deal breaker though. I examined the clear plastic that displays the logo and how it fits onto the TPU cover and noticed a notch where it should sit in place. Only one end has it so you can only place it in one direction. The white plastic shell snaps over the TPU cover and provided a good enough seal to prevent the clear plastic from moving. (Perhaps a change in design?)I really like that the bezel that goes over the camera is black and not white like Spigen's case. Great two tone to compliment my Midnight Blue N6. I love the fact that the buttons are raised and that they are separated, unlike Spigen's. (Spigen's design is clean, but it takes some time trying to differentiate between the buttons.)  Another cool feature would have to be the loop at the bottom right of the case. I attached my ""Kill la Kill"" charm onto it. Haha!One of the greatest features of this case has to be the caps for the 3.5mm audio jack and the USB port. With my Spigen and Diztronic cases dust accumulated at these locations. Now there's minimal dust build up with the Ringke Max case. The caps aren't a bother to me. I had a very cool clear TPU case for my iPhone 4s that also had similar caps and it was an ingenious design.What surprised me most about this case is how slim it is. The description about it being slim was not a lie. I was honestly expecting it to be bulkier like Spigen's case which claims to be a slim fit. My Diztronic case is the slimmest, IMO. This isn't too far from it.I have had no issues with grip or how others have described it to be ""slippier than an uncased Nexus 6."" Pulling it out of my pocket, watching a video, walking while using my phone - no issues with grip.I am very satisfied with my purchase. I didn't use the screen protectors as I bought a pack of Spigen's so I can't comment on those. Price was a tad high and the finish of the shell cover could have been better, but I will still give this a five star rating.My only concern with the white shell and the texture and finish Ringke chose to go with is that it is bound to get dirty. Marks, scuffs, oil/grease - these might be tough to clean off. So far so good though.",,,,,,,,,,
2,"I don't know if this one is defective or it suppose to be this way. It took a long time to charge. And it gets really warm. I do like the size, it can fit well in my pocket. I own My Charge power bank. It doesn't get warm and it's a lot faster.",,,,,,,,,,
1,"Worked perfectly for 2 weeks, then the male connector fell apart.",,,,,,,,,,
4,"Fits perfectly, protects well.",,,,,,,,,,
3,"There was nothing really special about this cover. It did what it needed to do, and for a pretty reasonable price.  I don't have the phone anymore.  I didn't like the Bionic so I took it back.",,,,,,,,,,
5,"Very Tough Impact resistant Case, phone feels safe with this case.",,,,,,,,,,
4,"I love this case. I had it for my iphone 4 also and I still love it with the 5s. The ONLY thing that I have a problem with is that where it comes over the front side of the phone a little bit, it tends to bow outward some places.",,,,,,,,,,
5,"Very small and sleek. I have one of these and two of the Samsung wireless chargers. This little thing is 1/3 of the size, very lightweight, and works just as well. I love it and will be ordering more of these!",,,,,,,,,,
3,"Setting up the watch was very easy but understanding all it's fictions is difficult.  I wish there was a better manual. I have it synced with my iPhone and the app tells me a little bit. The watch strap is very comfortable but I got it from 30 min to 15 mints get the watch on my wrist.I've finally mastered getting the watch on, but on the app that I put on my iphone on the graph part there are colors that I don't understand.I like the watch and wear it all the time. It gives me incentive to go and work out.",,,,,,,,,,
5,Fits perfectly onto my mp3 player. Since my mp3 is pink like the case no one can tell i even have it on but its great protection. Doesnt scratch when i put it down on a table. Came with everything. Never hurts to have extra charge cables :),,,,,,,,,,
5,"Lightweight, but sturdy!",,,,,,,,,,
1,Broken on receiving it.,,,,,,,,,,
1,"VERY disappointed, this did NOT fit my Galaxy Note 4.I will say this is a really nice case for the correct phone that it fits...",,,,,,,,,,
5,Love it,,,,,,,,,,
5,Really good product,,,,,,,,,,
5,"I don't know why other reviewers had trouble applying it. It was not hard and I followed the video tutorial exactly and did it at night so it had time to cure overnight. Not only does it fit perfectly, it even filled in a scratch on the screen that was already there. This is the first stick on screen protector I tried, the other was a clip on and it kept falling off.",,,,,,,,,,
4,Works fine.  Does what it is suppose to do.  Gives me another option.,,,,,,,,,,
5,works great,,,,,,,,,,
5,love it,,,,,,,,,,
5,works as stated .. good fit,,,,,,,,,,
5,Work great. I love it.,,,,,,,,,,
3,"Touch works as expected. But Doesn't Completely cover the screen, I was under the impression that it covers complete screen. Doesn't really protect the phone from drops. I accidentally dropped my phone on the carpet (not a hard surface) and I see a crack on protector.",,,,,,,,,,
5,Excellent. Easy install and fits perfect. Super fast delivery.,,,,,,,,,,
5,"I had a few of the vent holder that uses pressure to hold the phones in place. They were bulky, covered the entire vent and became hard to use after a few months. I didn't think of buying magnetic holders. I bought the first one, but didn't like it. It was too short and couldn't swivel. These worked out nicely and when I don't put the phones on it, it doesn't cover the entire vent.",,,,,,,,,,
